,userId,movieId,rating
0,1,151,4.0
1,1,223,4.0
2,1,253,4.0
3,1,260,4.0
4,1,293,4.0
5,1,296,4.0
6,1,318,4.0
7,1,541,4.0
8,1,1036,4.0
9,1,1079,4.0
10,1,1090,4.0
11,1,1097,4.0
12,1,1196,4.5
13,1,1198,4.5
14,1,1200,4.0
15,1,1214,4.0
16,1,1215,4.0
17,1,1219,4.0
18,1,1240,4.0
19,1,1249,4.0
20,1,1258,4.0
21,1,1259,4.0
22,1,1266,4.0
23,1,1278,4.0
24,1,1321,4.0
25,1,1333,4.0
26,1,1358,4.0
27,1,1374,4.0
28,1,1387,4.0
29,1,1967,4.0
30,1,2021,4.0
31,1,2100,4.0
32,1,2118,4.0
33,1,2138,4.0
34,1,2140,4.0
35,1,2143,4.0
36,1,2173,4.0
37,1,2174,4.0
38,1,2193,4.0
39,1,2288,4.0
40,1,2291,4.0
41,1,2542,4.0
42,1,2628,4.0
43,1,2762,4.0
44,1,2872,4.0
45,1,2944,4.0
46,1,2959,4.0
47,1,2968,4.0
48,1,3081,4.0
49,1,3153,4.0
50,1,3479,4.0
51,1,3489,4.0
52,1,3499,4.0
53,1,3889,4.0
54,1,3996,4.0
55,1,4011,4.0
56,1,4027,4.0
57,1,4128,4.0
58,1,4306,4.0
59,1,4467,4.0
60,1,4571,4.0
61,1,4754,4.0
62,1,4896,4.0
63,1,4911,4.0
64,1,4993,5.0
65,1,5026,4.0
66,1,5039,4.0
67,1,5171,4.0
68,1,5540,4.0
69,1,5797,4.0
70,1,5816,4.0
71,1,5952,5.0
72,1,6093,4.0
73,1,6333,4.0
74,1,6539,4.0
75,1,6754,4.0
76,1,6774,4.0
77,1,7046,4.0
78,1,7153,5.0
79,1,7389,4.0
80,1,7438,4.0
81,1,7454,4.0
82,1,7757,4.0
83,1,8368,4.0
84,1,8507,5.0
85,1,8636,4.5
86,1,8961,4.0
87,1,31696,4.0
88,2,3,4.0
89,2,62,5.0
90,2,70,5.0
91,2,110,4.0
92,2,260,5.0
93,2,266,5.0
94,2,480,5.0
95,2,541,5.0
96,2,589,5.0
97,2,908,4.0
98,2,924,5.0
99,2,1196,5.0
100,2,1210,5.0
101,2,1214,5.0
102,2,1249,5.0
103,2,1259,5.0
104,2,1270,5.0
105,2,1327,5.0
106,2,1356,5.0
107,2,1544,5.0
108,2,1580,4.0
109,2,1673,4.0
110,2,1748,5.0
111,2,1974,5.0
112,2,2454,4.0
113,2,2455,4.0
114,2,2948,5.0
115,2,2951,4.0
116,2,3150,4.0
117,2,3173,4.0
118,2,3450,5.0
119,2,3513,5.0
120,2,3555,4.0
121,2,3703,4.0
122,2,3753,4.0
123,2,3917,4.0
124,2,3923,4.0
125,2,3926,4.0
126,2,3927,5.0
127,2,3928,5.0
128,2,3930,5.0
129,2,3937,4.0
130,2,3959,5.0
131,3,1,4.0
132,3,32,4.0
133,3,50,5.0
134,3,175,5.0
135,3,223,5.0
136,3,260,5.0
137,3,316,5.0
138,3,318,5.0
139,3,329,5.0
140,3,457,5.0
141,3,480,5.0
142,3,490,5.0
143,3,541,5.0
144,3,589,4.0
145,3,593,5.0
146,3,610,4.0
147,3,788,4.0
148,3,858,5.0
149,3,904,5.0
150,3,919,4.0
151,3,924,5.0
152,3,953,5.0
153,3,1060,5.0
154,3,1073,5.0
155,3,1077,4.0
156,3,1079,4.0
157,3,1084,5.0
158,3,1089,5.0
159,3,1094,4.0
160,3,1097,5.0
161,3,1103,4.0
162,3,1125,4.0
163,3,1129,5.0
164,3,1193,4.0
165,3,1196,5.0
166,3,1197,5.0
167,3,1198,5.0
168,3,1199,4.0
169,3,1200,4.0
170,3,1206,5.0
171,3,1208,5.0
172,3,1210,5.0
173,3,1213,5.0
174,3,1214,5.0
175,3,1215,4.0
176,3,1219,4.0
177,3,1220,5.0
178,3,1221,5.0
179,3,1222,5.0
180,3,1230,5.0
181,3,1240,5.0
182,3,1242,5.0
183,3,1247,5.0
184,3,1257,5.0
185,3,1258,5.0
186,3,1259,5.0
187,3,1261,5.0
188,3,1266,5.0
189,3,1270,5.0
190,3,1272,4.0
191,3,1276,5.0
192,3,1278,5.0
193,3,1304,5.0
194,3,1307,4.0
195,3,1321,5.0
196,3,1333,4.0
197,3,1345,4.0
198,3,1356,5.0
199,3,1373,4.0
200,3,1374,5.0
201,3,1375,5.0
202,3,1376,4.0
203,3,1544,4.0
204,3,1584,4.0
205,3,1603,4.0
206,3,1653,4.0
207,3,1674,4.0
208,3,1676,5.0
209,3,1721,4.0
210,3,1762,4.0
211,3,1831,5.0
212,3,1876,4.0
213,3,1882,4.0
214,3,1909,5.0
215,3,1917,4.0
216,3,1921,4.0
217,3,2009,5.0
218,3,2018,4.0
219,3,2028,4.0
220,3,2034,4.0
221,3,2046,5.0
222,3,2054,4.0
223,3,2076,5.0
224,3,2093,5.0
225,3,2105,4.0
226,3,2117,5.0
227,3,2118,5.0
228,3,2140,4.0
229,3,2150,5.0
230,3,2236,4.0
231,3,2288,5.0
232,3,2311,4.0
233,3,2329,4.0
234,3,2366,4.0
235,3,2371,4.0
236,3,2391,5.0
237,3,2407,4.0
238,3,2428,4.0
239,3,2448,5.0
240,3,2455,4.0
241,3,2505,4.0
242,3,2528,4.0
243,3,2529,5.0
244,3,2530,4.0
245,3,2532,4.0
246,3,2551,4.0
247,3,2571,5.0
248,3,2613,4.0
249,3,2615,4.0
250,3,2628,5.0
251,3,2640,4.0
252,3,2668,4.0
253,3,2694,4.0
254,3,2710,5.0
255,3,2722,4.0
256,3,2750,4.0
257,3,2788,5.0
258,3,2791,5.0
259,3,2797,4.0
260,3,2808,4.0
261,3,2872,5.0
262,3,2916,4.0
263,3,2918,5.0
264,3,2947,4.0
265,3,2948,4.0
266,3,2949,4.0
267,3,2968,5.0
268,3,2985,5.0
269,3,3033,5.0
270,3,3039,5.0
271,3,3070,4.0
272,3,3072,4.0
273,3,3098,4.0
274,3,3142,4.0
275,3,5060,5.0
276,4,10,4.0
277,4,350,4.0
278,4,356,4.0
279,4,368,4.0
280,4,370,4.0
281,4,377,4.0
282,4,431,4.0
283,4,454,5.0
284,4,480,4.0
285,4,489,4.0
286,4,520,4.0
287,4,586,4.0
288,4,589,4.0
289,4,594,4.0
290,4,596,4.0
291,4,733,5.0
292,5,11,5.0
293,5,62,5.0
294,5,110,4.0
295,5,141,5.0
296,5,150,5.0
297,5,260,5.0
298,5,282,4.0
299,5,316,4.0
300,5,318,5.0
301,5,350,4.0
302,5,364,5.0
303,5,368,5.0
304,5,370,4.0
305,5,376,4.0
306,5,377,5.0
307,5,380,5.0
308,5,440,5.0
309,5,454,5.0
310,5,457,5.0
311,5,475,4.0
312,5,480,4.0
313,5,491,4.0
314,5,500,5.0
315,5,508,5.0
316,5,529,4.0
317,5,531,5.0
318,5,587,4.0
319,5,588,5.0
320,5,589,5.0
321,5,590,5.0
322,5,594,5.0
323,5,595,5.0
324,5,671,5.0
325,5,720,5.0
326,5,736,5.0
327,5,780,5.0
328,5,832,5.0
329,5,1028,5.0
330,5,1035,5.0
331,5,1036,5.0
332,5,1042,4.0
333,5,1079,5.0
334,5,1080,5.0
335,5,1097,5.0
336,5,1136,5.0
337,5,1196,5.0
338,5,1198,5.0
339,5,1210,5.0
340,5,1291,5.0
341,5,1393,5.0
342,6,1,5.0
343,6,7,5.0
344,6,17,5.0
345,6,52,5.0
346,6,62,5.0
347,6,140,4.0
348,6,141,5.0
349,6,260,4.0
350,6,494,4.0
351,6,628,4.0
352,6,648,5.0
353,6,653,4.0
354,6,708,4.0
355,6,788,4.0
356,7,11,4.0
357,7,260,5.0
358,7,348,4.0
359,7,356,4.0
360,7,364,4.0
361,7,440,4.0
362,7,480,5.0
363,7,539,4.0
364,7,553,4.0
365,7,587,5.0
366,7,589,5.0
367,7,590,4.0
368,7,597,4.0
369,7,750,5.0
370,7,780,4.0
371,7,899,4.0
372,7,908,4.0
373,7,912,5.0
374,7,920,4.0
375,7,1017,4.0
376,7,1077,5.0
377,7,1097,4.0
378,7,1196,5.0
379,7,1210,5.0
380,7,1247,4.0
381,7,1253,4.0
382,7,1256,5.0
383,7,1265,4.0
384,7,1270,4.0
385,7,1271,4.0
386,7,1272,4.0
387,7,1357,4.0
388,7,1385,4.0
389,7,1449,4.0
390,7,1544,4.0
391,7,1674,4.0
392,7,1721,5.0
393,7,1777,4.0
394,7,1911,4.0
395,7,1917,4.0
396,7,2011,4.0
397,7,2012,4.0
398,7,2018,4.0
399,7,2028,5.0
400,7,2080,4.0
401,7,2390,4.0
402,7,2403,4.0
403,7,2405,4.0
404,7,2407,4.0
405,7,2463,4.0
406,7,2529,4.0
407,7,2628,4.0
408,7,2640,4.0
409,7,2641,4.0
410,7,2654,4.0
411,7,2664,4.0
412,7,2671,4.0
413,7,2716,4.0
414,7,2752,4.0
415,7,2762,5.0
416,7,2881,4.0
417,7,2908,4.0
418,7,2942,5.0
419,7,2959,4.0
420,7,2987,4.0
421,7,2993,4.0
422,7,3037,4.0
423,7,3086,4.0
424,7,3179,5.0
425,7,3194,4.0
426,7,3341,4.0
427,7,3363,4.0
428,7,3408,4.0
429,7,3417,5.0
430,7,3448,4.0
431,7,3469,4.0
432,7,3479,5.0
433,7,3510,4.0
434,7,3512,4.0
435,7,3524,4.0
436,7,3578,5.0
437,7,3671,4.0
438,7,3699,4.0
439,7,3753,4.0
440,7,3793,4.0
441,7,3826,4.0
442,7,3911,4.0
443,7,3932,4.0
444,7,3959,4.0
445,7,3977,4.0
446,7,3987,4.0
447,7,3988,4.0
448,7,4019,4.0
449,7,4041,4.0
450,7,4186,4.0
451,7,4306,5.0
452,7,4308,4.0
453,7,4339,4.0
454,7,4545,4.0
455,7,4626,4.0
456,7,4638,4.0
457,7,4643,4.0
458,7,4799,5.0
459,7,4867,4.0
460,7,4874,4.0
461,7,4963,5.0
462,7,4993,4.0
463,7,4994,4.0
464,8,1,4.0
465,8,3,5.0
466,8,10,4.0
467,8,21,4.0
468,8,47,5.0
469,8,48,4.0
470,8,110,5.0
471,8,150,4.0
472,8,161,4.0
473,8,207,4.0
474,8,236,4.0
475,8,253,4.0
476,8,266,5.0
477,8,277,4.0
478,8,288,5.0
479,8,292,4.0
480,8,296,5.0
481,8,339,4.0
482,8,349,5.0
483,8,350,4.0
484,8,356,5.0
485,8,357,4.0
486,8,364,4.0
487,8,372,4.0
488,8,377,4.0
489,8,380,4.0
490,8,381,4.0
491,8,434,5.0
492,8,442,4.0
493,8,454,4.0
494,8,457,5.0
495,8,480,4.0
496,8,500,4.0
497,8,527,5.0
498,8,539,4.0
499,8,550,4.0
500,8,551,4.0
501,8,553,5.0
502,8,587,4.0
503,8,589,5.0
504,8,590,5.0
505,8,592,4.0
506,8,593,5.0
507,8,597,5.0
508,8,610,4.0
509,8,648,5.0
510,8,733,4.0
511,9,356,4.0
512,9,858,5.0
513,9,1923,4.0
514,9,1997,5.0
515,9,2706,4.0
516,9,2841,4.0
517,9,2959,5.0
